what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU architecture type not set. ",1379618634616
error,log,,,"CPU master group not set.",1379618634617
error,log,,,"SOPC design not set.",1379618634750
error,log,,,"CPU module not set.",1379618634751
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1379618634752
error,log,,,"CPU architecture type not set. ",1379618634752
error,log,,,"CPU master group not set.",1379618634752
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1379618635896
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1379618638424
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379618644145
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379618667990
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379618705002
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379618707520
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379618710076
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379618710142
error,log,,,"The proxied handler for 'com.altera.sbtgui.project.commands.SystemConsoleHandler' could not be loaded",1379618710259
error,log,,,"The proxied handler for 'com.altera.sbtgui.project.commands.SystemConsoleHandler' could not be loaded",1379618710263
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1379618710287
stopped,bundle,com.altera.debug.cdi.gdb.plugin,10.1.0.153,"com.altera.debug.cdi.gdb.plugin",1379618710287
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.debug.core"".",1379618710381
error,log,,,"An exception occurred while dispatching debug events.",1379618710383
stopped,bundle,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch",1379618711287
stopped,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1379618711287
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb.ui",1379618711288
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.200909110608,"org.eclipse.cdt.dsf.ui",1379618711289
