what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1379534061161
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProgressView",1379534062603
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534063933
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534064968
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379534064984
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534067069
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534072014
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379534077728
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379534081380
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534091889
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1379534091912
error,log,,,"Error starting process.",1379534093365
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534094556
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534095310
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534096719
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379534100872
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379534143960
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379534163341
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379534174313
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379534178217
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379534187716
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.showInformation",1379534188874
executed,command,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.edit.opendecl",1379534189838
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.showInformation",1379534190828
executed,command,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.edit.opendecl",1379534191106
