what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379532790630
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379532809625
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1379532822785
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1379532822931
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379532834172
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379532838269
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.0.I20090429-1800,"org.eclipse.ui.views.properties.tabbed",1379532844929
opened,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1379532845041
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.PropertySheet",1379532845087
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1379532845670
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379532849619
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379532866896
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1379532866913
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1379532867828
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379532867865
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379532868030
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1379532868536
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379532876009
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1379532897038
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379532901114
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379532962474
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1379532962498
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379532973567
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379533064247
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379533064289
