what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379534278047
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.showInformation",1379534306353
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534306756
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.showInformation",1379534306762
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534308778
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379534317529
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1379534320375
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1379534323993
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379534324564
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1379534325716
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379534332493
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379534334642
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.smartEnter",1379534399549
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1379534436100
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1379534436473
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534440774
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534448737
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534463339
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.findReplace",1379534463360
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534470167
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534489025
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534518739
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534527884
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534546134
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1379534570333
